/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.2999402;50.0577;14.123997;399.8856;26.647308
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.34237143;50.05501;14.1235895;425.11606;13.986877
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.35631527;50.054115;14.123456;415.93723;17.711975
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.37039818;50.05322;14.123322;361.20184;24.02246
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.38451499;50.052322;14.123182;344.9884;20.5466
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.39861697;50.051426;14.123046;342.80267;10.624237
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.41278122;50.05053;14.122911;349.85034;25.93338
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.42685357;50.049633;14.122775;374.02994;19.105896
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.4408791;50.048737;14.122643;367.25565;4.8439636
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.45497087;50.04784;14.122514;342.54367;23.310547
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.46909994;50.046944;14.122375;339.23215;26.036652
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.48325782;50.04605;14.1222315;369.59067;27.322906
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.49736819;50.045155;14.122097;390.70093;21.943298
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.51137483;50.04426;14.121967;403.39178;12.345093
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.52553298;50.04336;14.121829;396.61902;12.797485
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.53970851;50.042465;14.121693;353.28458;28.814606
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.55376983;50.04157;14.12156;350.3639;31.59378
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.56796311;50.040672;14.121422;373.09818;34.472015
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.58206691;50.039776;14.121284;419.25424;29.866547
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.59601694;50.03888;14.121153;444.05966;22.50113
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440817.6101658;50.037983;14.121017;459.39227;19.845947
