/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440818.99433577;49.949963;14.107759;274.92654;22.558838
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.00836383;49.949066;14.10762;313.66843;25.721436
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.02240333;49.94817;14.107482;324.6721;17.287567
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.03652413;49.947273;14.107346;325.7587;20.850525
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.05068496;49.946377;14.107209;333.6687;9.443634
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.078964;49.944584;14.10693;350.3028;18.184662
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.09300533;49.943687;14.1068;382.00406;17.86737
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.10715781;49.94279;14.106662;411.8255;15.642944
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.1212811;49.941895;14.1065235;416.8663;21.331604
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.13530004;49.940998;14.106393;411.0256;17.340057
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.14942217;49.9401;14.106254;408.7487;19.213196
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.16359621;49.939205;14.106111;425.70038;14.284607
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.17770194;49.938313;14.105973;443.05716;4.8625793
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.19170901;49.937412;14.105844;435.52313;23.337616
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.20574383;49.936516;14.105712;431.5437;22.721191
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.21983722;49.93562;14.105576;433.953;22.532104
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.2339344;49.934723;14.105443;434.11633;8.458099
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.2480618;49.933826;14.10531;412.0814;18.104279
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.26222172;49.93293;14.105174;394.93353;19.073364
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.27634774;49.932037;14.105036;402.5224;21.884247
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.2903705;49.93114;14.104902;423.2562;19.187195
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.30433376;49.930244;14.104771;442.14786;14.8828125
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.31846975;49.929348;14.104636;436.58728;19.382812
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.33287248;49.92845;14.104493;422.54892;19.463745
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.34687506;49.927555;14.104357;414.08615;19.637146
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.36075075;49.92666;14.104225;407.97473;17.58606
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.50179431;49.917694;14.102883;454.4027;10.684723
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.51585135;49.916798;14.102751;464.27585;7.9009094
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.53014204;49.9159;14.102613;473.1895;15.989105
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.54418156;49.915005;14.102479;472.25256;15.121216
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.55810946;49.91411;14.102348;463.44415;14.972412
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.57240687;49.91321;14.102214;440.05658;16.238098
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.58649443;49.912315;14.102081;411.01868;14.983276
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.6708808;49.906937;14.101282;433.40005;22.702148
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.68494442;49.90604;14.101155;436.1839;20.369293
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.72727199;49.90335;14.100751;420.20007;17.745117
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.74141549;49.902454;14.100616;432.08435;19.44046
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.79782096;49.89887;14.100075;479.76114;9.642303
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.82599734;49.897076;14.0998125;512.10925;14.915955
/home/bc/Downloads/ATL08_20200626210428_00230806_003_01.h5;1l;23;78440819.84000431;49.89618;14.09968;506.3;12.178467
